location_id,Max_dn,ISP_Max_dn,Max_up,ISP_Max_up,BEAD_status,address
1289842156,1200,Xfinity,35,Xfinity, served,222 SUMMIT AVE SONORA CA
1289842157,1200,Xfinity,35,Xfinity, served,156 WALL ST SONORA CA
1289842158,1200,Xfinity,35,Xfinity, served,20489 COLUMBIA WAY SONORA CA
1289842159,1200,Xfinity,35,Xfinity, served,133 COLUMBIA WAY SONORA CA
1289842160,1200,Xfinity,35,Xfinity, served,136 COLUMBIA WAY SONORA CA
1289842161,1200,Xfinity,35,Xfinity, served,528 N WASHINGTON ST SONORA CA
1289842162,1200,Xfinity,35,Xfinity, served,251 PASADENA AVE SONORA CA
1289842163,1200,Xfinity,35,Xfinity, served,20477 COLUMBIA WAY SONORA CA
1289842164,1200,Xfinity,35,Xfinity, served,12009 DANE LN SONORA CA
1289842165,1200,Xfinity,35,Xfinity, served,263 SUMMIT AVE SONORA CA
1289842166,1200,Xfinity,35,Xfinity, served,209 BOURBON ST SONORA CA
1289842167,1200,Xfinity,35,Xfinity, served,317 PASADENA AVE SONORA CA
1289842168,1200,Xfinity,35,Xfinity, served,246 COLUMBIA WAY SONORA CA
1289842169,1200,Xfinity,35,Xfinity, served,314 PASADENA AVE SONORA CA
1289842170,1200,Xfinity,35,Xfinity, served,141 WALL ST SONORA CA
1289842171,1200,Xfinity,35,Xfinity, served,20409 COLUMBIA WAY SONORA CA
1289842172,1200,Xfinity,35,Xfinity, served,130 WALL ST SONORA CA
1289842193,1200,Xfinity,35,Xfinity, served,188 SUMMIT AVE SONORA CA
1289842194,1200,Xfinity,35,Xfinity, served,172 SUMMIT AVE SONORA CA
1289842195,1200,Xfinity,35,Xfinity, served,509 N STEWART ST SONORA CA
1289842196,1200,Xfinity,35,Xfinity, served,505 N STEWART ST SONORA CA
1289842197,1200,Xfinity,35,Xfinity, served,266 E JACKSON ST SONORA CA
1289842198,1200,Xfinity,35,Xfinity, served,286 E JACKSON ST SONORA CA
1289842199,1200,Xfinity,35,Xfinity, served,50 HOPE LN SONORA CA
1289842200,1200,Xfinity,35,Xfinity, served,388 PASADENA AVE SONORA CA
1289842201,1200,Xfinity,35,Xfinity, served,9644 HORSESHOE DR SONORA CA
1289842202,1200,Xfinity,35,Xfinity, served,384 E JACKSON ST SONORA CA
1289842203,1200,Xfinity,35,Xfinity, served,347 SUMMIT AVE SONORA CA
1289842204,1200,Xfinity,35,Xfinity, served,329 SUMMIT AVE SONORA CA
1289842205,1200,Xfinity,35,Xfinity, served,757 E BALD MOUNTAIN RD SONORA CA
1289842206,1200,Xfinity,35,Xfinity, served,483 E JACKSON ST SONORA CA
1289842207,1200,Xfinity,35,Xfinity, served,610 E JACKSON ST SONORA CA
1289842208,1200,Xfinity,35,Xfinity, served,80 PARK LN SONORA CA
1289842209,1200,Xfinity,35,Xfinity, served,585 E OAKSIDE DR SONORA CA
1289842210,1200,Xfinity,35,Xfinity, served,69 TERRACE AVE SONORA CA
1289842211,1200,Xfinity,35,Xfinity, served,424 E JACKSON ST SONORA CA
1289842212,1200,Xfinity,35,Xfinity, served,780 E BALD MOUNTAIN RD SONORA CA
1289842213,1200,Xfinity,35,Xfinity, served,466 E JACKSON ST SONORA CA
1289842214,1200,Xfinity,35,Xfinity, served,821 E BALD MOUNTAIN RD SONORA CA
1289842215,1200,Xfinity,35,Xfinity, served,633 E OAKSIDE DR SONORA CA
1289842217,1200,Xfinity,35,Xfinity, served,795 E JACKSON ST SONORA CA
1289842218,1200,Xfinity,35,Xfinity, served,725 E OAKSIDE DR SONORA CA
1289842219,1200,Xfinity,35,Xfinity, served,630 E BALD MOUNTAIN RD SONORA CA
1289842220,1200,Xfinity,35,Xfinity, served,646 E JACKSON ST SONORA CA
1289842221,1200,Xfinity,35,Xfinity, served,772 E OAKSIDE DR SONORA CA
1289842222,1200,Xfinity,35,Xfinity, served,580 E OAKSIDE DR SONORA CA
1289842223,1200,Xfinity,35,Xfinity, served,664 E JACKSON ST SONORA CA
1289842224,1200,Xfinity,35,Xfinity, served,715 E BALD MOUNTAIN RD SONORA CA
1289842225,1200,Xfinity,35,Xfinity, served,584 E JACKSON ST SONORA CA
1289842226,1200,Xfinity,35,Xfinity, served,346 LYONS ST SONORA CA
1289842227,1200,Xfinity,35,Xfinity, served,768 E BALD MOUNTAIN RD SONORA CA
1289842228,1200,Xfinity,35,Xfinity, served,646 E BALD MOUNTAIN RD SONORA CA
1289842229,1200,Xfinity,35,Xfinity, served,611 E OAKSIDE DR SONORA CA
1289842230,1200,Xfinity,35,Xfinity, served,748 E BALD MOUNTAIN RD SONORA CA
1289842231,1200,Xfinity,35,Xfinity, served,356 E JACKSON ST SONORA CA
1289842232,1200,Xfinity,35,Xfinity, served,863 E BALD MOUNTAIN RD SONORA CA
1289842233,1200,Xfinity,35,Xfinity, served,320 LYONS ST SONORA CA
1289842234,1200,Xfinity,35,Xfinity, served,429 E JACKSON ST SONORA CA
1289842235,1200,Xfinity,35,Xfinity, served,8 HOPE LN SONORA CA
1289842236,1200,Xfinity,35,Xfinity, served,553 E OAKSIDE DR SONORA CA
1289842237,1200,Xfinity,35,Xfinity, served,115 TERRACE AVE SONORA CA
1289842238,1200,Xfinity,35,Xfinity, served,359 LYONS ST SONORA CA
1289842239,1200,Xfinity,35,Xfinity, served,663 E OAKSIDE DR SONORA CA
1289842240,1200,Xfinity,35,Xfinity, served,703 E BALD MOUNTAIN RD SONORA CA
1289842241,1200,Xfinity,35,Xfinity, served,505 E OAKSIDE DR SONORA CA
1289842242,1200,Xfinity,35,Xfinity, served,743 E OAKSIDE DR SONORA CA
1289842243,1200,Xfinity,35,Xfinity, served,524 E JACKSON ST SONORA CA
1289842244,1200,Xfinity,35,Xfinity, served,800 E OAKSIDE DR SONORA CA
1289842245,1200,Xfinity,35,Xfinity, served,728 E BALD MOUNTAIN RD SONORA CA
1289842246,1200,Xfinity,35,Xfinity, served,518 E JACKSON ST SONORA CA
1289842248,1200,Xfinity,35,Xfinity, served,677 E OAKSIDE DR SONORA CA
1289842249,1200,Xfinity,35,Xfinity, served,60 CIRCLE DR SONORA CA
1289842250,1200,Xfinity,35,Xfinity, served,779 E OAKSIDE DR SONORA CA
1289842251,1200,Xfinity,35,Xfinity, served,374 E JACKSON ST SONORA CA
1289842252,1200,Xfinity,35,Xfinity, served,370 LYONS ST SONORA CA
1289842253,1200,Xfinity,35,Xfinity, served,79 PARK LN SONORA CA
1289842254,1200,Xfinity,35,Xfinity, served,791 E OAKSIDE DR SONORA CA
1289842255,1200,Xfinity,35,Xfinity, served,453 E OAKSIDE DR SONORA CA
1289842256,1200,Xfinity,35,Xfinity, served,517 E JACKSON ST SONORA CA
1289842257,1200,Xfinity,35,Xfinity, served,400 E JACKSON ST SONORA CA
1289842258,1200,Xfinity,35,Xfinity, served,708 E BALD MOUNTAIN RD SONORA CA
1289842259,1200,Xfinity,35,Xfinity, served,560 E OAKSIDE DR SONORA CA
1289842260,1200,Xfinity,35,Xfinity, served,537 E BALD MOUNTAIN RD SONORA CA
1289842261,1200,Xfinity,35,Xfinity, served,610 E BALD MOUNTAIN RD SONORA CA
1289842262,1200,Xfinity,35,Xfinity, served,624 E OAKSIDE DR SONORA CA
1289842263,1200,Xfinity,35,Xfinity, served,488 E JACKSON ST SONORA CA
1289842264,1200,Xfinity,35,Xfinity, served,444 E JACKSON ST SONORA CA
1289842265,1200,Xfinity,35,Xfinity, served,600 E OAKSIDE DR SONORA CA
1289842266,1200,Xfinity,35,Xfinity, served,24 HOPE LN SONORA CA
1289842267,1200,Xfinity,35,Xfinity, served,530 E OAKSIDE DR SONORA CA
1289842268,1200,Xfinity,35,Xfinity, served,524 E BALD MOUNTAIN RD SONORA CA
1289842269,1200,Xfinity,35,Xfinity, served,349 LYONS ST SONORA CA
1289842270,1200,Xfinity,35,Xfinity, served,564 E JACKSON ST SONORA CA
1289842271,1200,Xfinity,35,Xfinity, served,589 E BALD MOUNTAIN RD SONORA CA
1289842272,1200,Xfinity,35,Xfinity, served,453 E JACKSON ST SONORA CA
1289842274,1200,Xfinity,35,Xfinity, served,743 E BALD MOUNTAIN RD SONORA CA
1289842275,1200,Xfinity,35,Xfinity, served,712 E JACKSON ST SONORA CA
1289842276,1200,Xfinity,35,Xfinity, served,565 E BALD MOUNTAIN RD SONORA CA
1289842277,1200,Xfinity,35,Xfinity, served,105 TERRACE AVE SONORA CA
1289842278,1200,Xfinity,35,Xfinity, served,95 TERRACE AVE SONORA CA
1289842279,1200,Xfinity,35,Xfinity, served,832 E OAKSIDE DR SONORA CA
1289842280,1200,Xfinity,35,Xfinity, served,668 E BALD MOUNTAIN RD SONORA CA
1289842281,1200,Xfinity,35,Xfinity, served,854 E OAKSIDE DR SONORA CA
1289842282,1200,Xfinity,35,Xfinity, served,339 LYONS ST SONORA CA
1289842283,1200,Xfinity,35,Xfinity, served,777 E JACKSON ST SONORA CA
1289842284,1200,Xfinity,35,Xfinity, served,783 E JACKSON ST SONORA CA
1289842285,1200,Xfinity,35,Xfinity, served,512 E OAKSIDE DR SONORA CA
1289842286,1200,Xfinity,35,Xfinity, served,705 E OAKSIDE DR SONORA CA
1289842296,1200,Xfinity,35,Xfinity, served,854 E BALD MOUNTAIN RD SONORA CA
1289842297,1200,Xfinity,35,Xfinity, served,881 E BALD MOUNTAIN RD SONORA CA
1289842298,1200,Xfinity,35,Xfinity, served,447 E OAKSIDE DR SONORA CA
1289842300,1200,Xfinity,35,Xfinity, served,230 LYONS ST SONORA CA
1289842301,1200,Xfinity,35,Xfinity, served,89 PALEMONE ST SONORA CA
1289842302,1200,Xfinity,35,Xfinity, served,287 LYONS ST SONORA CA
1289842303,1200,Xfinity,35,Xfinity, served,195 LYONS ST SONORA CA
1289842304,1200,Xfinity,35,Xfinity, served,194 E JACKSON ST SONORA CA
1289842305,1200,Xfinity,35,Xfinity, served,227 LYONS ST SONORA CA
1289842306,1200,Xfinity,35,Xfinity, served,18 MONTE VISTA LN SONORA CA
1289842307,1200,Xfinity,35,Xfinity, served,91 SUMMIT AVE SONORA CA
1289842308,1200,Xfinity,35,Xfinity, served,109 E JACKSON ST SONORA CA
1289842309,1200,Xfinity,35,Xfinity, served,5 S SHEPHERD ST SONORA CA
1289842310,1200,Xfinity,35,Xfinity, served,256 HILLCREST DR SONORA CA
1289842311,1200,Xfinity,35,Xfinity, served,186 HILLCREST DR SONORA CA
1289842312,1200,Xfinity,35,Xfinity, served,278 LYONS ST SONORA CA
1289842313,1200,Xfinity,35,Xfinity, served,247 HILLCREST DR SONORA CA
1289842314,1200,Xfinity,35,Xfinity, served,76 SUMMIT AVE SONORA CA
1289842315,1200,Xfinity,35,Xfinity, served,297 LYONS ST SONORA CA
1289842316,1200,Xfinity,35,Xfinity, served,165 HILLCREST DR SONORA CA
1289842317,1200,Xfinity,35,Xfinity, served,91 SUMMIT AVE SONORA CA
1289842318,1200,Xfinity,35,Xfinity, served,268 LYONS ST SONORA CA
1289842319,1200,Xfinity,35,Xfinity, served,92 PALEMONE ST SONORA CA
1289842320,1200,Xfinity,35,Xfinity, served,126 E JACKSON ST SONORA CA
1289842321,1200,Xfinity,35,Xfinity, served,151 ROSE ST SONORA CA
1289842322,1200,Xfinity,35,Xfinity, served,100 HILLCREST DR SONORA CA
1289842323,1200,Xfinity,35,Xfinity, served,171 LYONS ST SONORA CA
1289842324,1200,Xfinity,35,Xfinity, served,136 HILLCREST DR SONORA CA
1289842325,1200,Xfinity,35,Xfinity, served,246 LYONS ST SONORA CA
1289842326,1200,Xfinity,35,Xfinity, served,242 HILLCREST DR SONORA CA
1289842327,1200,Xfinity,35,Xfinity, served,142 HILLCREST DR SONORA CA
1289842328,1200,Xfinity,35,Xfinity, served,221 LYONS ST SONORA CA
1289842329,1200,Xfinity,35,Xfinity, served,184 E JACKSON ST SONORA CA
1289842330,1200,Xfinity,35,Xfinity, served,231 ROSE ST SONORA CA
1289842331,1200,Xfinity,35,Xfinity, served,82 E JACKSON ST SONORA CA
1289842332,1200,Xfinity,35,Xfinity, served,61 N SHEPHERD ST SONORA CA
1289842333,1200,Xfinity,35,Xfinity, served,306 HILLCREST DR SONORA CA
1289842334,1200,Xfinity,35,Xfinity, served,174 HILLCREST DR SONORA CA
1289842335,1200,Xfinity,35,Xfinity, served,243 LYONS ST SONORA CA
1289842336,1200,Xfinity,35,Xfinity, served,28 PALEMONE ST SONORA CA
1289842337,1200,Xfinity,35,Xfinity, served,114 LYONS ST SONORA CA
1289842338,1200,Xfinity,35,Xfinity, served,121 TERRACE AVE SONORA CA
1289842339,1200,Xfinity,35,Xfinity, served,97 E JACKSON ST SONORA CA
1289842340,1200,Xfinity,35,Xfinity, served,106 SUMMIT AVE SONORA CA
1289842341,1200,Xfinity,35,Xfinity, served,160 HILLCREST DR SONORA CA
1289842342,1200,Xfinity,35,Xfinity, served,91 SUMMIT AVE SONORA CA
1289842343,1200,Xfinity,35,Xfinity, served,96 E JACKSON ST SONORA CA
1289842344,1200,Xfinity,35,Xfinity, served,35 SHORT LN SONORA CA
1289842345,1200,Xfinity,35,Xfinity, served,273 LYONS ST SONORA CA
1289842346,1200,Xfinity,35,Xfinity, served,305 E JACKSON ST SONORA CA
1289842347,1200,Xfinity,35,Xfinity, served,230 E JACKSON ST SONORA CA
1289842348,1200,Xfinity,35,Xfinity, served,151 LYONS ST SONORA CA
1289842349,1200,Xfinity,35,Xfinity, served,154 LYONS ST SONORA CA
1289842350,1200,Xfinity,35,Xfinity, served,181 LYONS ST SONORA CA
1289842351,1200,Xfinity,35,Xfinity, served,158 ROSE ST SONORA CA
1289842352,1200,Xfinity,35,Xfinity, served,224 LYONS ST SONORA CA
1289842353,1200,Xfinity,35,Xfinity, served,198 LYONS ST SONORA CA
1289842354,1200,Xfinity,35,Xfinity, served,232 THEALL ST SONORA CA
1289842355,1200,Xfinity,35,Xfinity, served,231 LYONS ST SONORA CA
1289842356,1200,Xfinity,35,Xfinity, served,96 SUMMIT AVE SONORA CA
1289842357,1200,Xfinity,35,Xfinity, served,104 PALEMONE ST SONORA CA
1289842358,1200,Xfinity,35,Xfinity, served,170 E JACKSON ST SONORA CA
1289842359,1200,Xfinity,35,Xfinity, served,12 SUMMIT AVE SONORA CA
1289842360,1200,Xfinity,35,Xfinity, served,200 HILLCREST DR SONORA CA
1289842361,1200,Xfinity,35,Xfinity, served,160 E JACKSON ST SONORA CA
1289842362,1200,Xfinity,35,Xfinity, served,104 TERRACE AVE SONORA CA
1289842363,1200,Xfinity,35,Xfinity, served,45 S SHEPHERD ST SONORA CA
1289842364,1200,Xfinity,35,Xfinity, served,210 HILLCREST DR SONORA CA
1289842365,1200,Xfinity,35,Xfinity, served,24052 HITCHING POST RD SONORA CA
1289842366,1200,Xfinity,35,Xfinity, served,66 SUMMIT AVE SONORA CA
1289842367,1200,Xfinity,35,Xfinity, served,1 ALLEY WAY SONORA CA
1289842368,1200,Xfinity,35,Xfinity, served,57 S SHEPHERD ST SONORA CA
1289842369,1200,Xfinity,35,Xfinity, served,111 PALEMONE ST SONORA CA
1289842370,1200,Xfinity,35,Xfinity, served,94 TERRACE AVE SONORA CA
1289842371,1200,Xfinity,35,Xfinity, served,148 LYONS ST SONORA CA
1289842372,1200,Xfinity,35,Xfinity, served,81 PALEMONE ST SONORA CA
1289842373,1200,Xfinity,35,Xfinity, served,234 LYONS ST SONORA CA
1289842374,1200,Xfinity,35,Xfinity, served,161 LYONS ST SONORA CA
1289842375,1200,Xfinity,35,Xfinity, served,48 SUMMIT AVE SONORA CA
1289842379,1200,Xfinity,35,Xfinity, served,166 LYONS ST SONORA CA
1289842388,1200,Xfinity,35,Xfinity, served,199 LYONS ST SONORA CA
1289842390,10000,Vast Networks,10000,Vast Networks, served,92 LYONS ST SONORA CA
1289842391,1200,Xfinity,35,Xfinity, served,100 LYONS ST SONORA CA
1289842392,1200,Xfinity,35,Xfinity, served,239 ROSE ST SONORA CA
1289842393,1200,Xfinity,35,Xfinity, served,22220 PARROTTS FERRY RD BLDG 2 SONORA CA
1289842394,1200,Xfinity,35,Xfinity, served,245 ROSE ST SONORA CA
1289842395,1200,Xfinity,35,Xfinity, served,189 E JACKSON ST SONORA CA
1289842396,1200,Xfinity,35,Xfinity, served,205 E JACKSON ST SONORA CA
1289842397,1200,Xfinity,35,Xfinity, served,172 LYONS ST SONORA CA
1289842398,1200,Xfinity,35,Xfinity, served,20545 MEADOW BROOK DR SONORA CA
1289842399,1200,Xfinity,35,Xfinity, served,188 LYONS ST SONORA CA
1289842400,1200,Xfinity,35,Xfinity, served,124 PALEMONE ST SONORA CA
1289842401,1200,Xfinity,35,Xfinity, served,114 PALEMONE ST SONORA CA
1289842402,1200,Xfinity,35,Xfinity, served,225 ROSE ST SONORA CA
1289842403,1200,Xfinity,35,Xfinity, served,181 ROSE ST SONORA CA
1289842404,1200,Xfinity,35,Xfinity, served,87 N SHEPHERD ST SONORA CA
1289842405,1200,Xfinity,35,Xfinity, served,71 N SHEPHERD ST SONORA CA
1289842407,1200,Xfinity,35,Xfinity, served,206 ROSE ST SONORA CA
1289842408,10000,Vast Networks,10000,Vast Networks, served,19 S STEWART ST SONORA CA
1289842409,10000,Vast Networks,10000,Vast Networks, served,41 S STEWART ST SONORA CA
1289842410,1200,Xfinity,35,Xfinity, served,20456 PHOENIX LAKE RD SONORA CA
1289842411,1200,Xfinity,35,Xfinity, served,14345 SANDY CT SONORA CA
1289842412,1200,Xfinity,35,Xfinity, served,14357 SANDY CT SONORA CA
1289842413,1200,Xfinity,35,Xfinity, served,14389 LAKE VISTA DR SONORA CA
1289842414,1200,Xfinity,35,Xfinity, served,20599 LOWER HILLVIEW DR SONORA CA
1289842415,1200,Xfinity,35,Xfinity, served,14362 SANDY CT SONORA CA
1289842416,1200,Xfinity,35,Xfinity, served,14400 LAKE VISTA DR SONORA CA
1289842417,1200,Xfinity,35,Xfinity, served,14383 LAKE VISTA DR SONORA CA
1289842418,1200,Xfinity,35,Xfinity, served,14401 LAKE VISTA DR SONORA CA
1289842419,1200,Xfinity,35,Xfinity, served,20630 MEADOW BROOK DR SONORA CA
1289842420,1200,Xfinity,35,Xfinity, served,20562 MEADOW BROOK DR SONORA CA
1289842421,1200,Xfinity,35,Xfinity, served,14342 SANDY CT SONORA CA
1289842422,1200,Xfinity,35,Xfinity, served,20598 MEADOW BROOK DR SONORA CA
1289842423,1200,Xfinity,35,Xfinity, served,20550 MEADOW BROOK DR SONORA CA
1289842424,1200,Xfinity,35,Xfinity, served,20585 LOWER HILLVIEW DR SONORA CA
1289842425,1200,Xfinity,35,Xfinity, served,14365 SANDY CT SONORA CA
1289842426,1200,Xfinity,35,Xfinity, served,20468 PHOENIX LAKE RD SONORA CA
1289842427,1200,Xfinity,35,Xfinity, served,20460 PHOENIX LAKE RD SONORA CA
1289842428,1200,Xfinity,35,Xfinity, served,20450 PHOENIX LAKE RD SONORA CA
1289842429,1200,Xfinity,35,Xfinity, served,20535 MEADOW BROOK DR SONORA CA
1289842430,1200,Xfinity,35,Xfinity, served,14374 SANDY CT SONORA CA
1289842431,1200,Xfinity,35,Xfinity, served,14360 LAKE VISTA DR SONORA CA
1289842432,1200,Xfinity,35,Xfinity, served,14499 LAKE VISTA DR SONORA CA
1289842433,1200,Xfinity,35,Xfinity, served,20571 LOWER HILLVIEW DR SONORA CA
1289842434,1200,Xfinity,35,Xfinity, served,14365 LEXIE CT SONORA CA
1289842435,1200,Xfinity,35,Xfinity, served,20512 MEADOW BROOK DR SONORA CA
1289842436,1200,Xfinity,35,Xfinity, served,14346 SANDY CT SONORA CA
1289842437,1200,Xfinity,35,Xfinity, served,14371 SANDY CT SONORA CA
1289842438,1200,Xfinity,35,Xfinity, served,20588 MEADOW BROOK DR SONORA CA
1289842439,,,,, served,14455 LAKE VISTA DR SONORA CA
1289842446,1200,Xfinity,35,Xfinity, served,22217 PARROTTS FERRY RD SONORA CA
1289842447,1200,Xfinity,35,Xfinity, served,11106 FOREST PARK DR SONORA CA
1289842449,1200,Xfinity,35,Xfinity, served,11126 FOREST PARK DR SONORA CA
1289842450,1200,Xfinity,35,Xfinity, served,11120 FOREST PARK DR SONORA CA
1289842451,1200,Xfinity,35,Xfinity, served,11042 FOREST PARK DR SONORA CA
1289842452,1200,Xfinity,35,Xfinity, served,22331 HAUGHTON CIR SONORA CA
1289842453,1200,Xfinity,35,Xfinity, served,22117 PARROTTS FERRY RD SONORA CA
1289842454,1200,Xfinity,35,Xfinity, served,22272 HAUGHTON CIR SONORA CA
1289842455,1200,Xfinity,35,Xfinity, served,11098 FOREST PARK DR SONORA CA
1289842456,1200,Xfinity,35,Xfinity, served,22222 PARROTTS FERRY RD SONORA CA
1289842457,1200,Xfinity,35,Xfinity, served,22311 HAUGHTON CIR SONORA CA
1289842458,1200,Xfinity,35,Xfinity, served,11030 FOREST PARK DR SONORA CA
1289842459,1200,Xfinity,35,Xfinity, served,22224 HAUGHTON CIR SONORA CA
1289842461,1200,Xfinity,35,Xfinity, served,11012 HOWSER LN BLDG 2 SONORA CA
1289842462,1200,Xfinity,35,Xfinity, served,22210 PARROTTS FERRY RD BLDG 2 SONORA CA
1289842463,1200,Xfinity,35,Xfinity, served,11002 HOWSER LN SONORA CA
1289842464,1200,Xfinity,35,Xfinity, served,22306 HAUGHTON CIR SONORA CA
1289842466,1200,Xfinity,35,Xfinity, served,11014 HOWSER LN SONORA CA
1289842467,1200,Xfinity,35,Xfinity, served,11018 HOWSER LN BLDG 2 SONORA CA
1289842468,1200,Xfinity,35,Xfinity, served,22171 PARROTTS FERRY RD SONORA CA
1289842469,1200,Xfinity,35,Xfinity, served,22222 PARROTTS FERRY RD BLDG 3 SONORA CA
1289842470,1200,Xfinity,35,Xfinity, served,22330 HAUGHTON CIR SONORA CA
1289842471,1200,Xfinity,35,Xfinity, served,14 PARROTTS FERRY RD SONORA CA
1289842472,1200,Xfinity,35,Xfinity, served,11120 FOREST PARK DR BLDG 3 SONORA CA
1289842473,1200,Xfinity,35,Xfinity, served,11018 HOWSER LN SONORA CA
1289842474,1200,Xfinity,35,Xfinity, served,11002 FOREST PARK DR SONORA CA
1289842475,1200,Xfinity,35,Xfinity, served,22246 HAUGHTON CIR SONORA CA
1289842476,1200,Xfinity,35,Xfinity, served,22210 PARROTTS FERRY RD BLDG 3 SONORA CA
1289842477,1200,Xfinity,35,Xfinity, served,22261 PARROTTS FERRY RD SONORA CA
1289842478,1200,Xfinity,35,Xfinity, served,22190 PARROTTS FERRY RD SONORA CA
1289842479,1200,Xfinity,35,Xfinity, served,11020 HOWSER LN SONORA CA
1289842480,1200,Xfinity,35,Xfinity, served,22202 HAUGHTON CIR SONORA CA
1289842481,1200,Xfinity,35,Xfinity, served,22331 PARROTTS FERRY RD COLUMBIA CA
1289842482,1200,Xfinity,35,Xfinity, served,22176 PARROTTS FERRY RD COLUMBIA CA
1289842484,1200,Xfinity,35,Xfinity, served,22222 PARROTTS FERRY RD BLDG 2 SONORA CA
1289842485,1200,Xfinity,35,Xfinity, served,22226 PARROTTS FERRY RD SONORA CA
1289842487,1200,Xfinity,35,Xfinity, served,22222 PARROTTS FERRY RD BLDG 4 SONORA CA
1289842488,1200,Xfinity,35,Xfinity, served,11012 HOWSER LN BLDG 3 SONORA CA
1289842489,1200,Xfinity,35,Xfinity, served,22206 HAUGHTON CIR SONORA CA
1289842490,1200,Xfinity,35,Xfinity, served,11086 FOREST PARK DR SONORA CA
1289842491,1200,Xfinity,35,Xfinity, served,22230 PARROTTS FERRY RD SONORA CA
1289842492,1200,Xfinity,35,Xfinity, served,11169 DAMIN RD COLUMBIA CA
1289842493,1200,Xfinity,35,Xfinity, served,22267 PARROTTS FERRY RD COLUMBIA CA
1289842494,1200,Xfinity,35,Xfinity, served,22224 PARROTTS FERRY RD SONORA CA
1289842495,1200,Xfinity,35,Xfinity, served,22232 PARROTTS FERRY RD SONORA CA
1289842496,1200,Xfinity,35,Xfinity, served,22214 HAUGHTON CIR SONORA CA
1289842498,1200,Xfinity,35,Xfinity, served,11126 FOREST PARK DR BLDG 3 SONORA CA
1289842499,1200,Xfinity,35,Xfinity, served,11012 HOWSER LN SONORA CA
1289842500,1200,Xfinity,35,Xfinity, served,11006 FOREST PARK DR SONORA CA
1289842501,1200,Xfinity,35,Xfinity, served,22321 HAUGHTON CIR SONORA CA
1289842502,1200,Xfinity,35,Xfinity, served,11121 BULL PINE LN SONORA CA
1289842503,1200,Xfinity,35,Xfinity, served,11151 BULL PINE LN SONORA CA
1289842504,1200,Xfinity,35,Xfinity, served,22234 PARROTTS FERRY RD SONORA CA
1289842505,1200,Xfinity,35,Xfinity, served,22220 PARROTTS FERRY RD SONORA CA
1289842506,1200,Xfinity,35,Xfinity, served,11219 DAMIN RD SONORA CA
1289842507,1200,Xfinity,35,Xfinity, served,11120 FOREST PARK DR BLDG 2 SONORA CA
1289842508,1200,Xfinity,35,Xfinity, served,11124 FOREST PARK DR SONORA CA
1289842509,1200,Xfinity,35,Xfinity, served,11004 FOREST PARK DR SONORA CA
1289842518,1200,Xfinity,35,Xfinity, served,11120 BULL PINE LN SONORA CA
1289842519,10000,Vast Networks,10000,Vast Networks, served,137 S SHEPHERD ST SONORA CA
1289842520,1200,Xfinity,35,Xfinity, served,249 S SHEPHERD ST SONORA CA
1289842521,1200,Xfinity,35,Xfinity, served,215 THEALL ST SONORA CA
1289842522,1200,Xfinity,35,Xfinity, served,189 BARRETTA ST SONORA CA
1289842524,1200,Xfinity,35,Xfinity, served,222 THEALL ST SONORA CA
1289842525,1200,Xfinity,35,Xfinity, served,98 BARRETTA ST SONORA CA
1289842526,10000,Vast Networks,10000,Vast Networks, served,290 BARRETTA ST BLDG 2 SONORA CA
1289842527,1200,Xfinity,35,Xfinity, served,220 THEALL ST SONORA CA
1289842528,1200,Xfinity,35,Xfinity, served,216 THEALL ST SONORA CA
1289842529,10000,Vast Networks,10000,Vast Networks, served,131 BARRETTA ST SONORA CA
1289842530,1200,Xfinity,35,Xfinity, served,130 BARRETTA ST SONORA CA
1289842531,1200,Xfinity,35,Xfinity, served,133 E DODGE LN SONORA CA
1289842532,10000,Vast Networks,10000,Vast Networks, served,93 S STEWART ST BLDG 2 SONORA CA
1289842533,10000,Vast Networks,10000,Vast Networks, served,93 S STEWART ST SONORA CA
1289842534,1200,Xfinity,35,Xfinity, served,153 S SHEPHERD ST SONORA CA
1289842535,1200,Xfinity,35,Xfinity, served,84 E CHURCH LN SONORA CA
1289842536,1200,Xfinity,35,Xfinity, served,159 BARRETTA ST SONORA CA
1289842537,1200,Xfinity,35,Xfinity, served,250 BARRETTA ST SONORA CA
1289842538,1200,Xfinity,35,Xfinity, served,123 E DODGE LN SONORA CA
1289842539,1200,Xfinity,35,Xfinity, served,165 E DODGE LN SONORA CA
1289842540,1200,Xfinity,35,Xfinity, served,104 BARRETTA ST SONORA CA
1289842541,1200,Xfinity,35,Xfinity, served,137 BARRETTA ST SONORA CA
1289842542,1200,Xfinity,35,Xfinity, served,145 BARRETTA ST SONORA CA
1289842543,1200,Xfinity,35,Xfinity, served,332 MORNING STAR DR SONORA CA
1289842544,1200,Xfinity,35,Xfinity, served,119 THEALL ST SONORA CA
1289842545,10000,Vast Networks,10000,Vast Networks, served,105 S STEWART ST SONORA CA
1289842546,1200,Xfinity,35,Xfinity, served,192 BROOKSIDE PL SONORA CA
1289842547,10000,Vast Networks,10000,Vast Networks, served,219 S STEWART ST SONORA CA
1289842548,1200,Xfinity,35,Xfinity, served,135 THEALL ST SONORA CA
1289842549,1200,Xfinity,35,Xfinity, served,128 THEALL ST SONORA CA
1289842550,1200,Xfinity,35,Xfinity, served,198 THEALL ST SONORA CA
